Order_ID,Customer_Region,Product_Category,Order_Date,Ship_Date,Delivery_Date,Shipping_Mode,Shipping_Cost,Delivery_Status,Delivery_Days
OR10293,West,Fashion,12/24/2022,12/29/2022,1/5/2023,Standard,86.0,Delivered,7
OR10294,West,Electronics,9/19/2025,9/21/2025,9/24/2025,Express,154.0,Delivered,3
OR10295,Central,Sports,4/12/2024,4/14/2024,4/21/2024,Standard,115.0,Delivered,7
OR10296,Central,Beauty,8/24/2025,8/29/2025,9/4/2025,Standard,53.0,Delivered,6
OR10297,East,Home,1/1/2022,1/2/2022,1/10/2022,Standard,101.0,Delivered,8
OR10298,West,Electronics,8/3/2024,8/5/2024,8/9/2024,Standard,122.0,Delivered,4
OR10299,North,Home,7/6/2023,7/6/2023,7/12/2023,Express,157.0,Delivered,6
OR10300,Central,Fashion,8/7/2023,8/9/2023,8/11/2023,Same Day,208.0,Delivered,2
OR10301,Central,Home,5/25/2022,5/26/2022,5/30/2022,Standard,113.0,Delivered,4
OR10302,North,Home,10/21/2024,10/23/2024,10/26/2024,Standard,61.0,Delivered,3
OR10303,Central,Electronics,8/13/2023,8/16/2023,8/22/2023,Standard,78.0,Delivered,6
OR10304,East,Electronics,5/6/2023,5/8/2023,5/18/2023,Standard,79.0,Delivered,10
OR10305,West,Sports,5/7/2023,5/7/2023,5/16/2023,Standard,124.0,Delayed,9
OR10306,North,Home,12/18/2023,12/23/2023,1/2/2024,Express,120.0,Delivered,10
OR10307,West,Electronics,7/14/2024,7/14/2024,7/17/2024,Standard,128.0,Delivered,3
OR10308,Central,Sports,4/14/2024,4/16/2024,4/21/2024,Standard,92.0,Delivered,5
OR10309,Central,Home,4/3/2024,4/7/2024,4/16/2024,Express,127.0,Delivered,9
OR10310,North,Home,1/17/2023,1/20/2023,1/23/2023,Standard,145.0,Delivered,3
OR10311,East,Beauty,6/28/2024,6/30/2024,7/4/2024,Express,100.0,Delivered,4
OR10312,South,Fashion,6/9/2025,6/12/2025,6/22/2025,Express,203.0,Delayed,10
OR10313,North,Electronics,10/16/2022,10/16/2022,10/20/2022,Express,225.0,Delivered,4
OR10314,South,Grocery,11/20/2025,11/24/2025,11/28/2025,Express,127.0,Delivered,4
OR10315,South,Beauty,7/8/2024,7/10/2024,7/13/2024,Standard,60.0,Delivered,3
OR10316,East,Electronics,8/10/2024,8/13/2024,8/17/2024,Standard,108.0,Delivered,4
OR10317,South,Beauty,6/23/2024,6/24/2024,6/29/2024,Standard,77.0,Delivered,5
OR10318,South,Fashion,2/27/2025,3/4/2025,3/14/2025,Standard,87.0,Delivered,10
OR10319,East,Beauty,8/31/2025,9/2/2025,9/6/2025,Standard,70.0,Delivered,4
OR10320,South,Beauty,5/12/2024,5/13/2024,5/17/2024,Standard,115.0,Delivered,4
OR10321,South,Sports,3/7/2024,3/7/2024,3/17/2024,Standard,90.0,Delivered,10
OR10322,South,Electronics,5/17/2023,5/21/2023,5/24/2023,Standard,63.0,Delayed,3
OR10323,North,Home,4/2/2024,4/6/2024,4/14/2024,Same Day,214.0,Delivered,8
OR10324,North,Grocery,5/11/2024,5/13/2024,5/19/2024,Standard,148.00 USD,Delivered,6
OR10325,North,Sports,5/30/2022,6/3/2022,6/13/2022,Express,180.0,Delivered,10
OR10326,East,Electronics,9/9/2023,9/11/2023,9/21/2023,Standard,58.0,Delivered,10
OR10327,Central,Sports,11/20/2023,11/23/2023,11/27/2023,Standard,86.0,Returned,4
OR10328,South,Home,1/31/2023,2/3/2023,2/13/2023,Same Day,314.0,Delivered,10
OR10329,South,Beauty,8/5/2022,8/8/2022,8/14/2022,Express,93.0,Delivered,6
OR10330,East,Grocery,4/26/2023,5/1/2023,5/4/2023,Standard,53.0,Delivered,3
OR10331,South,Home,6/17/2022,6/19/2022,6/21/2022,Standard,140.0,Delivered,2
OR10332,North,Grocery,4/11/2025,4/16/2025,4/22/2025,Express,95.0,Delivered,6
OR10333,Central,Sports,7/30/2023,7/31/2023,8/8/2023,Standard,89.0,Delivered,8
OR10334,West,Beauty,8/25/2022,8/25/2022,9/3/2022,Express,115.0,Delivered,9
OR10335,South,Beauty,10/30/2024,10/31/2024,11/3/2024,Standard,95.0,Delivered,3
OR10336,North,Electronics,3/17/2022,3/18/2022,3/23/2022,Standard,59.0,Returned,5
OR10337,West,Grocery,5/22/2025,5/26/2025,6/1/2025,Standard,51.0,Delivered,6
OR10338,Central,Home,2/18/2025,2/19/2025,3/1/2025,Standard,58.0,Delivered,10
OR10339,West,Grocery,8/24/2024,8/26/2024,8/29/2024,Standard,82.0,Delivered,3
OR10340,North,Sports,4/11/2025,4/15/2025,4/17/2025,Express,129.0,Delivered,2
OR10341,West,Beauty,5/2/2024,5/7/2024,5/12/2024,Standard,114.0,Delivered,5
OR10342,East,Sports,6/7/2025,6/11/2025,6/19/2025,Express,240.0,Delivered,8
OR10343,West,Sports,9/8/2024,9/9/2024,9/18/2024,Express,94.0,Returned,9
OR10344,South,Electronics,1/13/2022,1/15/2022,1/19/2022,Standard,140.0,Delivered,4
OR10345,South,Sports,3/5/2022,3/9/2022,3/17/2022,Express,236.0,Delivered,8
OR10346,East,Electronics,12/29/2023,1/1/2024,1/4/2024,Express,197.0,Delivered,3
OR10347,North,Fashion,11/1/2023,11/5/2023,11/14/2023,Same Day,280.0,Delayed,9
OR10348,South,Grocery,9/27/2024,10/2/2024,10/9/2024,Standard,84.0,Delayed,7
OR10349,Central,Beauty,7/20/2023,7/20/2023,7/27/2023,Express,140.0,Delivered,7
OR10350,South,Beauty,4/4/2024,4/9/2024,4/18/2024,Standard,139.0,Delayed,9
OR10351,South,Home,6/14/2023,6/15/2023,6/25/2023,Standard,86.0,Delivered,10
OR10352,North,Beauty,11/24/2023,11/27/2023,12/6/2023,Same Day,374.0,Delivered,9
OR10353,West,Electronics,2/27/2024,2/28/2024,3/7/2024,Express,,Delivered,8
OR10354,South,Beauty,4/27/2023,5/2/2023,5/12/2023,Standard,125.0,Delivered,10
OR10355,East,Electronics,3/28/2022,3/28/2022,4/1/2022,Standard,132.0,Delayed,4
OR10356,West,Beauty,12/20/2025,12/25/2025,12/27/2025,Standard,108.0,Delivered,2
OR10357,Central,Home,11/18/2023,11/19/2023,11/24/2023,Standard,111.0,Delivered,5
OR10358,North,Grocery,12/15/2024,12/18/2024,12/24/2024,Standard,145.0,Delivered,6
OR10359,Central,Sports,3/11/2024,3/11/2024,3/17/2024,Express,89.0,Delivered,6
OR10360,West,Grocery,12/30/2023,1/2/2024,1/10/2024,Standard,87.0,Delivered,8
OR10361,West,Electronics,9/2/2023,9/2/2023,9/4/2023,Standard,94.0,Delivered,2
OR10362,West,Sports,3/4/2024,3/4/2024,,Same Day,304.0,Delivered,2
OR10363,Central,Fashion,9/10/2025,9/14/2025,9/19/2025,Same Day,210.0,Delivered,5
OR10364,West,Home,5/26/2024,5/31/2024,6/7/2024,Standard,71.00 USD,Delivered,7
OR10365,Central,Grocery,11/12/2022,11/15/2022,11/18/2022,Express,190.0,Delayed,3
OR10366,West,Sports,7/21/2024,7/21/2024,7/28/2024,Express,192.0,Delivered,7
OR10367,East,Home,4/17/2022,4/17/2022,4/23/2022,Same Day,333.0,Delivered,6
OR10368,West,Grocery,8/27/2024,8/29/2024,9/1/2024,Same Day,313.0,Delivered,3
OR10369,Central,Electronics,2/22/2023,2/27/2023,3/2/2023,Express,222.0,Delivered,3
OR10370,South,Electronics,5/1/2022,5/4/2022,5/13/2022,Standard,87.0,Delivered,9
OR10371,West,Electronics,1/12/2022,1/14/2022,1/24/2022,Express,109.0,Delivered,10
OR10372,South,Fashion,12/15/2022,12/15/2022,12/19/2022,Standard,131.0,Delayed,4
OR10373,East,Beauty,7/5/2023,7/7/2023,7/11/2023,Standard,86.0,Delivered,4
OR10374,North,Electronics,3/16/2025,3/17/2025,3/21/2025,Express,243.0,Delivered,4
OR10375,East,Electronics,1/29/2022,2/3/2022,2/9/2022,Standard,63.0,Delayed,6
OR10376,West,Beauty,8/25/2023,8/28/2023,9/7/2023,Standard,55.0,Delayed,10
OR10377,South,Electronics,5/8/2023,5/11/2023,5/20/2023,Standard,127.0,Delivered,8
OR10378,South,Sports,10/12/2025,10/13/2025,10/21/2025,Standard,122.0,Returned,8
OR10379,Central,Home,5/29/2024,6/3/2024,6/11/2024,Standard,108.0,Delivered,8
OR10380,South,Fashion,1/25/2024,1/26/2024,2/3/2024,Standard,66.0,Delivered,8
OR10381,Central,Grocery,6/3/2025,6/5/2025,6/15/2025,Standard,59.0,Delivered,10
OR10382,North,Beauty,9/17/2025,9/18/2025,9/24/2025,Standard,60.0,Delivered,6
OR10383,West,Beauty,5/14/2024,5/14/2024,5/20/2024,Standard,100.0,Delivered,6
OR10384,Central,Beauty,5/29/2023,5/30/2023,6/8/2023,Express,220.0,Delivered,9
OR10385,North,Fashion,3/25/2025,3/27/2025,4/2/2025,Standard,131.0,Delivered,6
OR10386,South,Home,6/30/2023,7/4/2023,7/7/2023,Standard,74.0,Delivered,3
OR10387,South,Electronics,10/4/2022,10/7/2022,10/9/2022,Standard,83.0,Delivered,2
OR10388,North,Beauty,9/24/2025,9/25/2025,9/30/2025,Standard,57.0,Delivered,5
OR10389,South,Electronics,12/19/2023,12/24/2023,1/2/2024,Express,212.0,Delayed,9
OR10390,North,Grocery,12/3/2022,12/7/2022,12/16/2022,Express,108.0,Delivered,9
OR10391,Central,Beauty,3/16/2023,3/17/2023,3/25/2023,Express,198.0,Delivered,8
OR10392,Central,Fashion,11/13/2025,11/13/2025,11/20/2025,Express,156.0,Delivered,7
OR10393,North,Fashion,9/26/2025,9/29/2025,10/3/2025,Express,221.0,Delayed,4
OR10394,Central,Grocery,2/29/2024,3/3/2024,3/12/2024,Standard,109.0,Delayed,9
OR10395,Central,Fashion,11/30/2023,12/4/2023,12/8/2023,Standard,52.0,Delivered,4
OR10396,Central,Fashion,7/24/2024,7/25/2024,7/27/2024,Standard,103.0,Delivered,2
OR10397,East,Fashion,1/12/2025,1/12/2025,1/21/2025,Same Day,251.0,Delayed,9
OR10398,West,Beauty,9/14/2024,9/14/2024,9/17/2024,Standard,83.0,Delivered,3
OR10399,South,Grocery,4/29/2025,5/4/2025,5/11/2025,Express,220.0,Delayed,7
OR10400,East,Beauty,7/16/2024,7/18/2024,7/28/2024,express,180.0,Returned,10
OR10401,Central,Grocery,10/28/2022,10/30/2022,11/6/2022,Express,151.0,Delivered,7
OR10402,North,Home,9/24/2025,9/24/2025,9/29/2025,Standard,102.0,Delivered,5
OR10403,Central,Fashion,1/2/2024,1/2/2024,,Standard,88.0,Delivered,9
OR10404,West,Home,4/16/2023,4/20/2023,4/22/2023,Standard,56.0,Delayed,2
OR10405,Central,Sports,11/22/2024,11/24/2024,11/29/2024,Standard,92.0,Delivered,5
OR10406,North,Sports,4/11/2023,4/12/2023,4/19/2023,Standard,81.0,Delivered,7
OR10407,West,Fashion,10/18/2022,10/19/2022,10/24/2022,Standard,98.0,Delivered,5
OR10408,Central,Electronics,10/29/2022,10/31/2022,11/4/2022,Standard,148.0,Delivered,4
OR10409,West,Sports,10/1/2023,10/2/2023,10/9/2023,Standard,143.0,Delivered,7
OR10410,South,Electronics,4/30/2023,5/4/2023,5/13/2023,Express,226.0,Delivered,9
OR10411,South,Home,5/23/2024,5/28/2024,6/4/2024,Standard,73.0,Delivered,7
OR10412,Central,Fashion,11/7/2023,11/8/2023,11/10/2023,Standard,140.0,Delivered,2
OR10413,West,Home,12/30/2022,1/3/2023,1/7/2023,Express,113.0,Delivered,4
OR10414,North,Beauty,12/3/2023,12/4/2023,12/13/2023,Express,209.0,Delivered,9
OR10415,Central,Home,1/11/2025,1/14/2025,1/16/2025,Express,103.0,Delayed,2
OR10416,South,Grocery,5/17/2024,5/18/2024,5/27/2024,Standard,117.0,Delivered,9
OR10417,South,Fashion,12/29/2022,12/30/2022,1/7/2023,Same Day,201.0,Delivered,8
OR10418,Central,Grocery,1/26/2022,1/28/2022,2/4/2022,Express,240.0,Delayed,7
OR10419,West,Home,10/9/2023,10/14/2023,10/16/2023,Express,131.0,Delivered,2
OR10420,South,Electronics,12/9/2022,12/10/2022,12/20/2022,Standard,77.0,Delivered,10
OR10421,West,Fashion,1/8/2023,1/12/2023,1/22/2023,Express,117.0,Delivered,10
OR10422,South,Fashion,12/28/2023,1/1/2024,1/6/2024,Express,81.0,Delivered,5
OR10423,South,Sports,7/16/2024,7/20/2024,7/19/2024,Standard,100.0,Delivered,-1
OR10424,East,Electronics,4/26/2024,4/30/2024,5/6/2024,Standard,107.0,Delivered,6
OR10425,South,Beauty,4/20/2023,4/23/2023,4/29/2023,Standard,65.0,Delivered,6
OR10426,North,Electronics,1/9/2025,1/14/2025,1/20/2025,Standard,73.0,Delayed,6
OR10427,Central,Home,12/6/2022,12/6/2022,12/11/2022,Standard,124.0,Delivered,5
OR10428,Central,Home,8/10/2024,8/12/2024,8/14/2024,Standard,79.0,Delivered,2
OR10429,West,Home,2/20/2025,2/22/2025,2/24/2025,Standard,84.0,Delivered,2
OR10430,South,Sports,3/22/2023,3/22/2023,3/26/2023,Standard,60.0,Delivered,4
OR10431,North,Electronics,7/12/2024,7/16/2024,7/24/2024,Express,92.0,Delivered,8
OR10432,West,Grocery,6/11/2024,6/11/2024,6/19/2024,Standard,123.0,Delivered,8
OR10433,East,Electronics,1/5/2024,1/10/2024,1/17/2024,Express,170.0,Delayed,7
OR10434,West,Grocery,5/2/2022,5/6/2022,5/11/2022,Express,84.0,Delivered,5
OR10435,West,Fashion,3/21/2022,3/26/2022,4/1/2022,Standard,108.0,Delivered,6
OR10436,South,Grocery,11/30/2022,12/5/2022,12/14/2022,Standard,115.0,Delivered,9
OR10437,East,Fashion,10/3/2024,10/5/2024,10/7/2024,Express,214.0,Delayed,2
OR10438,West,Beauty,3/15/2022,3/19/2022,3/24/2022,Standard,80.0,Delivered,5
OR10439,North,Beauty,1/7/2024,1/10/2024,1/17/2024,Express,144.0,Delivered,7
OR10440,North,Home,8/13/2025,8/17/2025,8/26/2025,Standard,79.0,Delivered,9
OR10441,Central,Electronics,3/27/2022,3/30/2022,4/7/2022,Standard,56.0,Delivered,8
OR10442,East,Home,4/13/2024,4/18/2024,4/20/2024,Standard,121.0,Delivered,2
OR10443,East,Electronics,2/14/2024,2/17/2024,2/24/2024,Standard,109.0,Delivered,7
OR10444,Central,Grocery,5/15/2023,5/15/2023,5/17/2023,Standard,91.0,Delivered,2
OR10445,West,Electronics,5/3/2022,5/3/2022,5/10/2022,Express,151.0,Delayed,7
OR10446,East,Grocery,10/1/2023,10/2/2023,10/8/2023,Same Day,242.0,Delivered,6
OR10447,North,Electronics,12/23/2025,12/23/2025,12/25/2025,Standard,116.0,Delivered,2
OR10448,North,Fashion,6/16/2022,6/20/2022,6/22/2022,Standard,64.0,Delivered,2
OR10449,South,Grocery,3/7/2023,3/8/2023,3/13/2023,Express,144.0,Delivered,5
OR10450,East,Home,2/7/2022,2/10/2022,2/17/2022,Standard,83.0,Delivered,7
OR10451,West,Home,2/5/2023,2/5/2023,2/12/2023,Standard,72.0,Returned,7
OR10452,Central,Home,8/27/2024,8/28/2024,9/7/2024,Standard,60.0,Delivered,10
OR10453,Central,Home,8/14/2023,8/14/2023,8/19/2023,Standard,140.0,Delivered,5
OR10454,West,Fashion,8/22/2024,8/26/2024,9/4/2024,Express,179.0,Delivered,9
OR10455,South,Fashion,1/24/2024,1/26/2024,2/2/2024,Express,246.0,Delivered,7
OR10456,Central,Sports,4/12/2022,4/13/2022,4/23/2022,Express,230.0,Delivered,10
OR10457,East,Sports,2/11/2024,2/11/2024,2/19/2024,Standard,114.0,Delivered,8
OR10458,South,Sports,4/10/2023,4/11/2023,4/16/2023,Standard,83.0,Delivered,5
OR10459,East,Beauty,11/30/2025,12/2/2025,12/10/2025,Same Day,305.0,Delivered,8
OR10460,North,Sports,11/13/2025,11/13/2025,11/22/2025,Express,236.0,Delivered,9
OR10461,South,Electronics,4/26/2025,4/27/2025,5/1/2025,Express,96.0,Returned,4
OR10462,Central,Beauty,1/20/2024,1/24/2024,1/27/2024,Standard,93.0,Delivered,3
OR10463,South,Grocery,11/25/2024,11/25/2024,12/4/2024,Standard,69.0,Delivered,9
OR10464,South,Home,5/19/2024,5/23/2024,5/28/2024,Express,103.0,Delivered,5
OR10465,South,Electronics,7/31/2022,8/5/2022,8/7/2022,Standard,110.0,Delivered,2
OR10466,South,Beauty,10/21/2025,10/22/2025,10/25/2025,Express,168.0,Delivered,3
OR10467,East,Fashion,11/9/2022,11/14/2022,11/22/2022,Express,151.0,Returned,8
OR10468,North,Home,5/23/2024,5/23/2024,5/29/2024,Standard,90.0,Delivered,6
OR10469,West,Grocery,5/18/2023,5/23/2023,5/31/2023,Express,200.0,Delivered,8
OR10470,South,Grocery,5/26/2024,5/31/2024,6/4/2024,Standard,65.0,Delivered,4
OR10471,Central,Fashion,8/31/2024,8/31/2024,9/5/2024,Standard,130.0,Delivered,5
OR10472,South,Home,8/19/2023,8/19/2023,8/23/2023,Standard,98.0,Delayed,4
OR10473,Central,Sports,3/31/2022,4/4/2022,4/13/2022,Standard,82.0,Delivered,9
OR10474,East,Home,11/3/2022,11/5/2022,11/7/2022,Same Day,237.0,Delivered,2
OR10475,Central,Home,8/19/2023,8/23/2023,8/29/2023,Standard,53.0,Delivered,6
OR10476,West,Grocery,4/16/2022,4/18/2022,4/23/2022,Standard,142.0,Delivered,5
OR10477,North,Fashion,7/22/2022,7/26/2022,8/4/2022,Same Day,282.0,Returned,9
OR10478,Central,Home,11/23/2022,11/28/2022,12/8/2022,Standard,143.0,Returned,10
OR10479,Central,Electronics,8/27/2025,8/27/2025,8/29/2025,Standard,135.0,Delayed,2
OR10480,North,Electronics,11/20/2024,11/23/2024,11/27/2024,Express,135.0,Delivered,4
OR10481,West,Fashion,2/19/2022,2/23/2022,3/3/2022,Same Day,354.0,Delayed,8
OR10482,South,Sports,6/22/2024,6/22/2024,6/30/2024,Express,212.0,Delivered,8
OR10483,Central,Beauty,3/28/2022,3/30/2022,4/3/2022,Standard,145.0,Delayed,4
OR10484,North,Home,12/24/2024,12/28/2024,1/4/2025,Express,146.0,Delivered,7
OR10485,East,Beauty,1/21/2024,1/23/2024,1/30/2024,Standard,144.0,Delivered,7
OR10486,North,Home,2/17/2024,2/21/2024,2/27/2024,Express,185.0,Delivered,6
OR10487,East,Grocery,8/23/2023,8/23/2023,8/27/2023,Standard,119.0,Delivered,4
OR10488,West,Home,12/1/2022,12/1/2022,12/10/2022,Standard,75.0,Delivered,9
OR10489,South,Beauty,4/14/2025,4/16/2025,4/25/2025,Standard,149.0,Delayed,9
OR10490,North,Sports,10/23/2023,10/25/2023,10/29/2023,Express,161.0,Delivered,4
OR10491,Central,Home,4/15/2023,4/19/2023,4/21/2023,Standard,82.0,Delivered,2
OR10492,West,Home,11/13/2024,11/14/2024,11/18/2024,Express,113.0,Delivered,4
OR10493,North,Grocery,8/27/2024,8/31/2024,9/5/2024,Express,$170.00,Delivered,5
OR10494,Central,Electronics,9/10/2025,9/11/2025,9/14/2025,Standard,90.0,Delivered,3
OR10495,North,Electronics,3/11/2024,3/16/2024,3/26/2024,Same Day,334.0,Delivered,10
OR10496,East,Sports,2/5/2022,2/8/2022,2/13/2022,Express,148.0,Delayed,5
OR10497,North,Fashion,7/9/2024,7/9/2024,7/17/2024,Express,151.0,Delivered,8
OR10498,North,Fashion,8/20/2022,8/22/2022,8/30/2022,Standard,90.0,Delivered,8
OR10499,North,Grocery,11/29/2023,12/1/2023,12/9/2023,Standard,105.0,Returned,8
OR10500,West,Beauty,9/7/2025,9/12/2025,9/20/2025,Express,204.0,Delayed,8
OR10501,North,Beauty,6/3/2025,6/5/2025,6/12/2025,Standard,95.0,Delayed,7
OR10502,Central,Home,12/26/2022,12/29/2022,1/5/2023,Standard,137.0,Delivered,7
OR10503,East,Grocery,7/28/2024,8/2/2024,8/6/2024,Standard,55.0,Delivered,4
OR10504,East,Beauty,4/29/2025,5/2/2025,5/11/2025,Express,172.0,Delivered,9
OR10505,North,Electronics,4/11/2025,4/12/2025,4/21/2025,Standard,55.0,Delivered,9
OR10506,West,Sports,4/11/2023,4/13/2023,4/21/2023,Standard,144.0,Delayed,8
OR10507,West,Fashion,7/18/2022,7/19/2022,7/21/2022,Standard,62.0,Delivered,2
OR10508,Central,Home,5/4/2024,5/9/2024,5/19/2024,Express,86.0,Delivered,10
OR10509,North,Fashion,1/11/2024,1/14/2024,1/17/2024,Standard,74.0,Delayed,3
OR10510,East,Electronics,5/9/2022,5/12/2022,5/22/2022,Standard,101.0,Delivered,10
OR10511,West,Home,10/12/2024,10/12/2024,10/22/2024,Standard,83.0,Delivered,10
OR10512,North,Electronics,12/8/2022,12/10/2022,12/12/2022,Standard,69.0,Delivered,2
OR10513,West,Fashion,1/11/2025,1/11/2025,1/17/2025,Express,235.0,Delivered,6
OR10514,West,Fashion,5/11/2024,5/14/2024,5/19/2024,Standard,149.0,Delivered,5
OR10515,East,Electronics,3/6/2025,3/7/2025,3/15/2025,Same Day,308.0,Delivered,8
OR10516,South,Home,6/12/2022,6/16/2022,6/23/2022,Standard,114.0,Delivered,7
OR10517,Central,Electronics,5/21/2022,5/24/2022,6/3/2022,Express,146.0,Delivered,10
OR10518,Central,Home,10/28/2023,10/28/2023,10/30/2023,Express,155.0,Delivered,2
OR10519,East,Grocery,6/22/2022,6/27/2022,7/2/2022,Same Day,257.0,Delivered,5
OR10520,West,Grocery,6/28/2022,6/30/2022,7/5/2022,Standard,84.0,Delivered,5
OR10521,North,Home,3/22/2025,3/27/2025,3/30/2025,Express,155.0,Delivered,3
OR10522,West,Electronics,4/4/2023,4/4/2023,4/13/2023,Express,108.0,Delivered,9
OR10523,East,Home,7/19/2023,7/19/2023,7/25/2023,Express,117.0,Delivered,6
OR10524,Central,Fashion,7/17/2024,7/20/2024,7/23/2024,Express,133.0,Delivered,3
OR10525,West,Electronics,1/8/2024,1/12/2024,1/22/2024,Standard,84.0,Delivered,10
OR10526,Central,Beauty,4/15/2022,4/20/2022,4/28/2022,Standard,76.0,Delivered,8
OR10527,North,Home,12/8/2023,12/8/2023,12/12/2023,Standard,142.0,Delivered,4
OR10528,Central,Fashion,6/18/2024,6/23/2024,6/29/2024,Standard,99.0,Delivered,6
OR10529,Central,Sports,5/8/2025,5/10/2025,5/20/2025,Standard,116.0,Delivered,10
OR10530,South,Fashion,11/11/2022,11/12/2022,11/18/2022,Same Day,316.0,Delivered,6
OR10531,South,Beauty,2/10/2023,2/11/2023,2/21/2023,Standard,97.0,Delivered,10
OR10532,South,Home,11/9/2023,11/10/2023,11/14/2023,Standard,137.0,Delivered,4
OR10533,Central,Electronics,12/29/2023,1/3/2024,1/12/2024,Standard,53.0,Delivered,9
OR10534,East,Electronics,10/14/2022,10/14/2022,10/22/2022,Standard,55.0,Delayed,8
OR10535,Central,Grocery,3/27/2024,3/30/2024,4/4/2024,Standard,70.0,Delivered,5
OR10536,East,Beauty,5/30/2024,5/30/2024,6/1/2024,Express,184.0,Delivered,2
OR10537,East,Home,1/1/2023,1/2/2023,1/5/2023,Standard,116.0,Delayed,3
OR10538,South,Fashion,5/25/2025,5/26/2025,6/3/2025,Express,104.0,Delivered,8
OR10539,West,Fashion,7/4/2023,7/7/2023,7/14/2023,Standard,50.0,Delayed,7
OR10540,North,Beauty,10/11/2024,10/11/2024,10/15/2024,Standard,54.0,Delivered,4
OR10541,South,Home,11/1/2022,11/1/2022,11/5/2022,Standard,69.0,Delivered,4
OR10542,South,Fashion,12/31/2023,12/31/2023,1/6/2024,Standard,129.0,Delivered,6
OR10543,West,Sports,1/28/2025,2/1/2025,2/8/2025,Standard,117.0,Returned,7
OR10544,North,Beauty,2/15/2023,2/17/2023,2/22/2023,Standard,139.0,Delivered,5
OR10545,Central,Grocery,6/19/2023,6/22/2023,6/29/2023,Express,82.0,Delivered,7
OR10546,Central,Electronics,12/6/2022,12/9/2022,12/13/2022,Standard,139.0,Delivered,4
OR10547,South,Fashion,10/2/2024,10/4/2024,10/8/2024,Express,121.0,Delivered,4
OR10548,North,Sports,10/10/2022,10/10/2022,10/20/2022,Standard,97.0,Delivered,10
OR10549,South,Home,8/16/2023,8/19/2023,8/27/2023,Standard,136.0,Delayed,8
OR10550,East,Fashion,5/11/2022,5/15/2022,5/20/2022,Express,98.0,Returned,5
OR10551,South,Beauty,4/14/2022,4/14/2022,4/18/2022,Same Day,252.0,Delivered,4
OR10552,South,Home,12/3/2023,12/4/2023,12/12/2023,Standard,65.0,Delivered,8
OR10553,Central,Sports,9/9/2022,9/12/2022,9/21/2022,Express,118.0,Delivered,9
OR10554,Central,Sports,2/21/2024,2/25/2024,3/6/2024,Express,219.0,Delivered,10
OR10555,Central,Electronics,11/15/2023,11/19/2023,11/26/2023,Express,109.0,Delayed,7
OR10556,East,Home,1/25/2022,1/29/2022,2/6/2022,Express,154.0,Delivered,8
OR10557,Central,Grocery,4/27/2025,4/28/2025,5/4/2025,Express,131.0,Delayed,6
OR10558,North,Electronics,9/26/2024,10/1/2024,10/5/2024,Standard,85.0,Delivered,4
OR10559,West,Home,7/22/2022,7/24/2022,7/26/2022,Standard,98.0,Delivered,2
OR10560,North,Home,2/21/2022,2/22/2022,3/4/2022,Standard,120.0,Delivered,10
OR10561,North,Sports,10/14/2023,10/18/2023,10/20/2023,Express,247.0,Delayed,2
OR10562,Central,Beauty,4/13/2023,4/13/2023,4/19/2023,Same Day,375.0,Delivered,6
OR10563,West,Sports,1/28/2024,2/1/2024,2/8/2024,Standard,96.0,Delivered,7
OR10564,West,Home,12/12/2025,12/13/2025,12/20/2025,Standard,117.0,Delayed,7
OR10565,West,Beauty,3/1/2024,3/2/2024,3/4/2024,Standard,134.0,Delivered,2
OR10566,East,Beauty,7/3/2024,7/4/2024,7/9/2024,Standard,87.0,Delayed,5
OR10567,Central,Sports,4/30/2022,5/1/2022,5/11/2022,Standard,103.0,Delivered,10
OR10568,West,Home,9/14/2022,9/18/2022,9/25/2022,Same Day,330.0,Delivered,7
OR10569,East,Home,5/1/2025,5/2/2025,5/10/2025,Standard,115.0,Delivered,8
OR10570,South,Beauty,5/13/2022,5/14/2022,5/20/2022,Express,184.0,Delivered,6
OR10571,South,Electronics,7/4/2022,7/8/2022,7/10/2022,Standard,148.0,Delivered,2
OR10572,East,Electronics,3/19/2025,3/22/2025,3/27/2025,Express,140.0,Delivered,5
OR10573,East,Grocery,12/21/2025,12/26/2025,1/4/2026,Standard,145.0,Delivered,9
OR10574,Central,Electronics,9/15/2022,9/19/2022,9/21/2022,Standard,104.0,Delivered,2
OR10575,Central,Fashion,1/18/2024,1/23/2024,1/26/2024,Express,187.0,Delivered,3
OR10576,South,Fashion,11/15/2025,11/15/2025,11/17/2025,Same Day,381.0,Delivered,2
OR10577,West,Sports,10/4/2022,10/6/2022,10/10/2022,Express,119.0,Delivered,4
OR10578,South,Beauty,9/12/2025,9/17/2025,9/24/2025,Standard,116.0,Delivered,7
