,Order_ID,Customer_Region,Product_Category,Order_Date,Ship_Date,Delivery_Date,Shipping_Mode,Shipping_Cost,Delivery_Status,Delivery_Days
282,OR10282,North,Fashion,2024-03-02,2024-03-07,2024-03-14,Express,218.0,Delivered,7
283,OR10283,West,Electronics,2023-06-14,2023-06-14,2023-06-20,Standard,119.0,Delivered,6
284,OR10284,North,Sports,2024-01-23,2024-01-27,2024-02-04,Standard,91.0,Delivered,8
285,OR10285,Central,Home,2023-07-14,2023-07-16,2023-07-26,Standard,65.0,Returned,10
286,OR10286,West,Fashion,2023-07-14,2023-07-18,2023-07-21,Express,177.0,Delivered,3
287,OR10287,Central,Sports,2024-04-09,2024-04-13,2024-04-20,Standard,68.0,Delivered,7
288,OR10288,East,Grocery,2025-06-17,2025-06-22,2025-06-25,Express,235.0,Delivered,3
289,OR10289,West,Sports,2022-08-10,2022-08-12,2022-08-16,Same Day,229.0,Delayed,4
290,OR10290,East,Fashion,2024-01-12,2024-01-15,2024-01-25,Express,234.0,Delivered,10
291,OR10291,North,Fashion,2025-01-30,2025-02-03,2025-02-10,Same Day,302.0,Delivered,7
292,OR10292,North,Beauty,2023-01-16,2023-01-17,2023-01-24,Same Day,385.0,Delivered,7
293,OR10293,West,Fashion,2022-12-24,2022-12-29,2023-01-05,Standard,86.0,Delivered,7
294,OR10294,West,Electronics,2025-09-19,2025-09-21,2025-09-24,Express,154.0,Delivered,3
295,OR10295,Central,Sports,2024-04-12,2024-04-14,2024-04-21,Standard,115.0,Delivered,7
296,OR10296,Central,Beauty,2025-08-24,2025-08-29,2025-09-04,Standard,53.0,Delivered,6
297,OR10297,East,Home,2022-01-01,2022-01-02,2022-01-10,Standard,101.0,Delivered,8
298,OR10298,West,Electronics,2024-08-03,2024-08-05,2024-08-09,Standard,122.0,Delivered,4
299,OR10299,North,Home,2023-07-06,2023-07-06,2023-07-12,Express,157.0,Delivered,6
300,OR10300,Central,Fashion,2023-08-07,2023-08-09,2023-08-11,Same Day,208.0,Delivered,2
301,OR10301,Central,Home,2022-05-25,2022-05-26,2022-05-30,Standard,113.0,Delivered,4
302,OR10302,North,Home,2024-10-21,2024-10-23,2024-10-26,Standard,61.0,Delivered,3
303,OR10303,Central,Electronics,2023-08-13,2023-08-16,2023-08-22,Standard,78.0,Delivered,6
304,OR10304,East,Electronics,2023-05-06,2023-05-08,2023-05-18,Standard,79.0,Delivered,10
305,OR10305,West,Sports,2023-05-07,2023-05-07,2023-05-16,Standard,124.0,Delayed,9
306,OR10306,North,Home,2023-12-18,2023-12-23,2024-01-02,Express,120.0,Delivered,10
307,OR10307,West,Electronics,2024-07-14,2024-07-14,2024-07-17,Standard,128.0,Delivered,3
308,OR10308,Central,Sports,2024-04-14,2024-04-16,2024-04-21,Standard,92.0,Delivered,5
309,OR10309,Central,Home,2024-04-03,2024-04-07,2024-04-16,Express,127.0,Delivered,9
310,OR10310,North,Home,2023-01-17,2023-01-20,2023-01-23,Standard,145.0,Delivered,3
311,OR10311,East,Beauty,2024-06-28,2024-06-30,2024-07-04,Express,100.0,Delivered,4
312,OR10312,South,Fashion,2025-06-09,2025-06-12,2025-06-22,Express,203.0,Delayed,10
313,OR10313,North,Electronics,2022-10-16,2022-10-16,2022-10-20,Express,225.0,Delivered,4
314,OR10314,South,Grocery,2025-11-20,2025-11-24,2025-11-28,Express,127.0,Delivered,4
315,OR10315,South,Beauty,2024-07-08,2024-07-10,2024-07-13,Standard,60.0,Delivered,3
316,OR10316,East,Electronics,2024-08-10,2024-08-13,2024-08-17,Standard,108.0,Delivered,4
317,OR10317,South,Beauty,2024-06-23,2024-06-24,2024-06-29,Standard,77.0,Delivered,5
318,OR10318,South,Fashion,2025-02-27,2025-03-04,2025-03-14,Standard,87.0,Delivered,10
319,OR10319,East,Beauty,2025-08-31,2025-09-02,2025-09-06,Standard,70.0,Delivered,4
320,OR10320,South,Beauty,2024-05-12,2024-05-13,2024-05-17,Standard,115.0,Delivered,4
321,OR10321,South,Sports,2024-03-07,2024-03-07,2024-03-17,Standard,90.0,Delivered,10
322,OR10322,South,Electronics,2023-05-17,2023-05-21,2023-05-24,Standard,63.0,Delayed,3
323,OR10323,North,Home,2024-04-02,2024-04-06,2024-04-14,Same Day,214.0,Delivered,8
324,OR10324,North,Grocery,2024-05-11,2024-05-13,2024-05-19,Standard,148.0,Delivered,6
325,OR10325,North,Sports,2022-05-30,2022-06-03,2022-06-13,Express,180.0,Delivered,10
326,OR10326,East,Electronics,2023-09-09,2023-09-11,2023-09-21,Standard,58.0,Delivered,10
327,OR10327,Central,Sports,2023-11-20,2023-11-23,2023-11-27,Standard,86.0,Returned,4
328,OR10328,South,Home,2023-01-31,2023-02-03,2023-02-13,Same Day,314.0,Delivered,10
329,OR10329,South,Beauty,2022-08-05,2022-08-08,2022-08-14,Express,93.0,Delivered,6
330,OR10330,East,Grocery,2023-04-26,2023-05-01,2023-05-04,Standard,53.0,Delivered,3
331,OR10331,South,Home,2022-06-17,2022-06-19,2022-06-21,Standard,140.0,Delivered,2
332,OR10332,North,Grocery,2025-04-11,2025-04-16,2025-04-22,Express,95.0,Delivered,6
333,OR10333,Central,Sports,2023-07-30,2023-07-31,2023-08-08,Standard,89.0,Delivered,8
334,OR10334,West,Beauty,2022-08-25,2022-08-25,2022-09-03,Express,115.0,Delivered,9
335,OR10335,South,Beauty,2024-10-30,2024-10-31,2024-11-03,Standard,95.0,Delivered,3
336,OR10336,North,Electronics,2022-03-17,2022-03-18,2022-03-23,Standard,59.0,Returned,5
337,OR10337,West,Grocery,2025-05-22,2025-05-26,2025-06-01,Standard,51.0,Delivered,6
338,OR10338,Central,Home,2025-02-18,2025-02-19,2025-03-01,Standard,58.0,Delivered,10
339,OR10339,West,Grocery,2024-08-24,2024-08-26,2024-08-29,Standard,82.0,Delivered,3
340,OR10340,North,Sports,2025-04-11,2025-04-15,2025-04-17,Express,129.0,Delivered,2
341,OR10341,West,Beauty,2024-05-02,2024-05-07,2024-05-12,Standard,114.0,Delivered,5
342,OR10342,East,Sports,2025-06-07,2025-06-11,2025-06-19,Express,240.0,Delivered,8
343,OR10343,West,Sports,2024-09-08,2024-09-09,2024-09-18,Express,94.0,Returned,9
344,OR10344,South,Electronics,2022-01-13,2022-01-15,2022-01-19,Standard,140.0,Delivered,4
345,OR10345,South,Sports,2022-03-05,2022-03-09,2022-03-17,Express,236.0,Delivered,8
346,OR10346,East,Electronics,2023-12-29,2024-01-01,2024-01-04,Express,197.0,Delivered,3
347,OR10347,North,Fashion,2023-11-01,2023-11-05,2023-11-14,Same Day,280.0,Delayed,9
348,OR10348,South,Grocery,2024-09-27,2024-10-02,2024-10-09,Standard,84.0,Delayed,7
349,OR10349,Central,Beauty,2023-07-20,2023-07-20,2023-07-27,Express,140.0,Delivered,7
350,OR10350,South,Beauty,2024-04-04,2024-04-09,2024-04-18,Standard,139.0,Delayed,9
351,OR10351,South,Home,2023-06-14,2023-06-15,2023-06-25,Standard,86.0,Delivered,10
352,OR10352,North,Beauty,2023-11-24,2023-11-27,2023-12-06,Same Day,374.0,Delivered,9
353,OR10353,West,Electronics,2024-02-27,2024-02-28,2024-03-07,Express,,Delivered,8
354,OR10354,South,Beauty,2023-04-27,2023-05-02,2023-05-12,Standard,125.0,Delivered,10
355,OR10355,East,Electronics,2022-03-28,2022-03-28,2022-04-01,Standard,132.0,Delayed,4
356,OR10356,West,Beauty,2025-12-20,2025-12-25,2025-12-27,Standard,108.0,Delivered,2
357,OR10357,Central,Home,2023-11-18,2023-11-19,2023-11-24,Standard,111.0,Delivered,5
358,OR10358,North,Grocery,2024-12-15,2024-12-18,2024-12-24,Standard,145.0,Delivered,6
359,OR10359,Central,Sports,2024-03-11,2024-03-11,2024-03-17,Express,89.0,Delivered,6
360,OR10360,West,Grocery,2023-12-30,2024-01-02,2024-01-10,Standard,87.0,Delivered,8
361,OR10361,West,Electronics,2023-09-02,2023-09-02,2023-09-04,Standard,94.0,Delivered,2
362,OR10362,West,Sports,2024-03-04,2024-03-04,,Same Day,304.0,Delivered,2
363,OR10363,Central,Fashion,2025-09-10,2025-09-14,2025-09-19,Same Day,210.0,Delivered,5
364,OR10364,West,Home,2024-05-26,2024-05-31,2024-06-07,Standard,71.0,Delivered,7
365,OR10365,Central,Grocery,2022-11-12,2022-11-15,2022-11-18,Express,190.0,Delayed,3
366,OR10366,West,Sports,2024-07-21,2024-07-21,2024-07-28,Express,192.0,Delivered,7
367,OR10367,East,Home,2022-04-17,2022-04-17,2022-04-23,Same Day,333.0,Delivered,6
368,OR10368,West,Grocery,2024-08-27,2024-08-29,2024-09-01,Same Day,313.0,Delivered,3
369,OR10369,Central,Electronics,2023-02-22,2023-02-27,2023-03-02,Express,222.0,Delivered,3
370,OR10370,South,Electronics,2022-05-01,2022-05-04,2022-05-13,Standard,87.0,Delivered,9
371,OR10371,West,Electronics,2022-01-12,2022-01-14,2022-01-24,Express,109.0,Delivered,10
372,OR10372,South,Fashion,2022-12-15,2022-12-15,2022-12-19,Standard,131.0,Delayed,4
373,OR10373,East,Beauty,2023-07-05,2023-07-07,2023-07-11,Standard,86.0,Delivered,4
374,OR10374,North,Electronics,2025-03-16,2025-03-17,2025-03-21,Express,243.0,Delivered,4
375,OR10375,East,Electronics,2022-01-29,2022-02-03,2022-02-09,Standard,63.0,Delayed,6
376,OR10376,West,Beauty,2023-08-25,2023-08-28,2023-09-07,Standard,55.0,Delayed,10
377,OR10377,South,Electronics,2023-05-08,2023-05-11,2023-05-20,Standard,127.0,Delivered,8
378,OR10378,South,Sports,2025-10-12,2025-10-13,2025-10-21,Standard,122.0,Returned,8
379,OR10379,Central,Home,2024-05-29,2024-06-03,2024-06-11,Standard,108.0,Delivered,8
380,OR10380,South,Fashion,2024-01-25,2024-01-26,2024-02-03,Standard,66.0,Delivered,8
381,OR10381,Central,Grocery,2025-06-03,2025-06-05,2025-06-15,Standard,59.0,Delivered,10
382,OR10382,North,Beauty,2025-09-17,2025-09-18,2025-09-24,Standard,60.0,Delivered,6
383,OR10383,West,Beauty,2024-05-14,2024-05-14,2024-05-20,Standard,100.0,Delivered,6
384,OR10384,Central,Beauty,2023-05-29,2023-05-30,2023-06-08,Express,220.0,Delivered,9
385,OR10385,North,Fashion,2025-03-25,2025-03-27,2025-04-02,Standard,131.0,Delivered,6
386,OR10386,South,Home,2023-06-30,2023-07-04,2023-07-07,Standard,74.0,Delivered,3
387,OR10387,South,Electronics,2022-10-04,2022-10-07,2022-10-09,Standard,83.0,Delivered,2
388,OR10388,North,Beauty,2025-09-24,2025-09-25,2025-09-30,Standard,57.0,Delivered,5
389,OR10389,South,Electronics,2023-12-19,2023-12-24,2024-01-02,Express,212.0,Delayed,9
390,OR10390,North,Grocery,2022-12-03,2022-12-07,2022-12-16,Express,108.0,Delivered,9
391,OR10391,Central,Beauty,2023-03-16,2023-03-17,2023-03-25,Express,198.0,Delivered,8
392,OR10392,Central,Fashion,2025-11-13,2025-11-13,2025-11-20,Express,156.0,Delivered,7
393,OR10393,North,Fashion,2025-09-26,2025-09-29,2025-10-03,Express,221.0,Delayed,4
394,OR10394,Central,Grocery,2024-02-29,2024-03-03,2024-03-12,Standard,109.0,Delayed,9
395,OR10395,Central,Fashion,2023-11-30,2023-12-04,2023-12-08,Standard,52.0,Delivered,4
396,OR10396,Central,Fashion,2024-07-24,2024-07-25,2024-07-27,Standard,103.0,Delivered,2
397,OR10397,East,Fashion,2025-01-12,2025-01-12,2025-01-21,Same Day,251.0,Delayed,9
398,OR10398,West,Beauty,2024-09-14,2024-09-14,2024-09-17,Standard,83.0,Delivered,3
399,OR10399,South,Grocery,2025-04-29,2025-05-04,2025-05-11,Express,220.0,Delayed,7
400,OR10400,East,Beauty,2024-07-16,2024-07-18,2024-07-28,Express,180.0,Returned,10
401,OR10401,Central,Grocery,2022-10-28,2022-10-30,2022-11-06,Express,151.0,Delivered,7
402,OR10402,North,Home,2025-09-24,2025-09-24,2025-09-29,Standard,102.0,Delivered,5
403,OR10403,Central,Fashion,2024-01-02,2024-01-02,,Standard,88.0,Delivered,9
404,OR10404,West,Home,2023-04-16,2023-04-20,2023-04-22,Standard,56.0,Delayed,2
405,OR10405,Central,Sports,2024-11-22,2024-11-24,2024-11-29,Standard,92.0,Delivered,5
406,OR10406,North,Sports,2023-04-11,2023-04-12,2023-04-19,Standard,81.0,Delivered,7
407,OR10407,West,Fashion,2022-10-18,2022-10-19,2022-10-24,Standard,98.0,Delivered,5
408,OR10408,Central,Electronics,2022-10-29,2022-10-31,2022-11-04,Standard,148.0,Delivered,4
409,OR10409,West,Sports,2023-10-01,2023-10-02,2023-10-09,Standard,143.0,Delivered,7
410,OR10410,South,Electronics,2023-04-30,2023-05-04,2023-05-13,Express,226.0,Delivered,9
411,OR10411,South,Home,2024-05-23,2024-05-28,2024-06-04,Standard,73.0,Delivered,7
412,OR10412,Central,Fashion,2023-11-07,2023-11-08,2023-11-10,Standard,140.0,Delivered,2
413,OR10413,West,Home,2022-12-30,2023-01-03,2023-01-07,Express,113.0,Delivered,4
414,OR10414,North,Beauty,2023-12-03,2023-12-04,2023-12-13,Express,209.0,Delivered,9
415,OR10415,Central,Home,2025-01-11,2025-01-14,2025-01-16,Express,103.0,Delayed,2
416,OR10416,South,Grocery,2024-05-17,2024-05-18,2024-05-27,Standard,117.0,Delivered,9
417,OR10417,South,Fashion,2022-12-29,2022-12-30,2023-01-07,Same Day,201.0,Delivered,8
418,OR10418,Central,Grocery,2022-01-26,2022-01-28,2022-02-04,Express,240.0,Delayed,7
419,OR10419,West,Home,2023-10-09,2023-10-14,2023-10-16,Express,131.0,Delivered,2
420,OR10420,South,Electronics,2022-12-09,2022-12-10,2022-12-20,Standard,77.0,Delivered,10
421,OR10421,West,Fashion,2023-01-08,2023-01-12,2023-01-22,Express,117.0,Delivered,10
422,OR10422,South,Fashion,2023-12-28,2024-01-01,2024-01-06,Express,81.0,Delivered,5
424,OR10424,East,Electronics,2024-04-26,2024-04-30,2024-05-06,Standard,107.0,Delivered,6
425,OR10425,South,Beauty,2023-04-20,2023-04-23,2023-04-29,Standard,65.0,Delivered,6
426,OR10426,North,Electronics,2025-01-09,2025-01-14,2025-01-20,Standard,73.0,Delayed,6
427,OR10427,Central,Home,2022-12-06,2022-12-06,2022-12-11,Standard,124.0,Delivered,5
428,OR10428,Central,Home,2024-08-10,2024-08-12,2024-08-14,Standard,79.0,Delivered,2
429,OR10429,West,Home,2025-02-20,2025-02-22,2025-02-24,Standard,84.0,Delivered,2
430,OR10430,South,Sports,2023-03-22,2023-03-22,2023-03-26,Standard,60.0,Delivered,4
431,OR10431,North,Electronics,2024-07-12,2024-07-16,2024-07-24,Express,92.0,Delivered,8
432,OR10432,West,Grocery,2024-06-11,2024-06-11,2024-06-19,Standard,123.0,Delivered,8
433,OR10433,East,Electronics,2024-01-05,2024-01-10,2024-01-17,Express,170.0,Delayed,7
434,OR10434,West,Grocery,2022-05-02,2022-05-06,2022-05-11,Express,84.0,Delivered,5
435,OR10435,West,Fashion,2022-03-21,2022-03-26,2022-04-01,Standard,108.0,Delivered,6
436,OR10436,South,Grocery,2022-11-30,2022-12-05,2022-12-14,Standard,115.0,Delivered,9
437,OR10437,East,Fashion,2024-10-03,2024-10-05,2024-10-07,Express,214.0,Delayed,2
438,OR10438,West,Beauty,2022-03-15,2022-03-19,2022-03-24,Standard,80.0,Delivered,5
439,OR10439,North,Beauty,2024-01-07,2024-01-10,2024-01-17,Express,144.0,Delivered,7
440,OR10440,North,Home,2025-08-13,2025-08-17,2025-08-26,Standard,79.0,Delivered,9
441,OR10441,Central,Electronics,2022-03-27,2022-03-30,2022-04-07,Standard,56.0,Delivered,8
442,OR10442,East,Home,2024-04-13,2024-04-18,2024-04-20,Standard,121.0,Delivered,2
443,OR10443,East,Electronics,2024-02-14,2024-02-17,2024-02-24,Standard,109.0,Delivered,7
444,OR10444,Central,Grocery,2023-05-15,2023-05-15,2023-05-17,Standard,91.0,Delivered,2
445,OR10445,West,Electronics,2022-05-03,2022-05-03,2022-05-10,Express,151.0,Delayed,7
446,OR10446,East,Grocery,2023-10-01,2023-10-02,2023-10-08,Same Day,242.0,Delivered,6
447,OR10447,North,Electronics,2025-12-23,2025-12-23,2025-12-25,Standard,116.0,Delivered,2
448,OR10448,North,Fashion,2022-06-16,2022-06-20,2022-06-22,Standard,64.0,Delivered,2
449,OR10449,South,Grocery,2023-03-07,2023-03-08,2023-03-13,Express,144.0,Delivered,5
450,OR10450,East,Home,2022-02-07,2022-02-10,2022-02-17,Standard,83.0,Delivered,7
451,OR10451,West,Home,2023-02-05,2023-02-05,2023-02-12,Standard,72.0,Returned,7
452,OR10452,Central,Home,2024-08-27,2024-08-28,2024-09-07,Standard,60.0,Delivered,10
453,OR10453,Central,Home,2023-08-14,2023-08-14,2023-08-19,Standard,140.0,Delivered,5
454,OR10454,West,Fashion,2024-08-22,2024-08-26,2024-09-04,Express,179.0,Delivered,9
455,OR10455,South,Fashion,2024-01-24,2024-01-26,2024-02-02,Express,246.0,Delivered,7
456,OR10456,Central,Sports,2022-04-12,2022-04-13,2022-04-23,Express,230.0,Delivered,10
457,OR10457,East,Sports,2024-02-11,2024-02-11,2024-02-19,Standard,114.0,Delivered,8
458,OR10458,South,Sports,2023-04-10,2023-04-11,2023-04-16,Standard,83.0,Delivered,5
459,OR10459,East,Beauty,2025-11-30,2025-12-02,2025-12-10,Same Day,305.0,Delivered,8
460,OR10460,North,Sports,2025-11-13,2025-11-13,2025-11-22,Express,236.0,Delivered,9
461,OR10461,South,Electronics,2025-04-26,2025-04-27,2025-05-01,Express,96.0,Returned,4
462,OR10462,Central,Beauty,2024-01-20,2024-01-24,2024-01-27,Standard,93.0,Delivered,3
463,OR10463,South,Grocery,2024-11-25,2024-11-25,2024-12-04,Standard,69.0,Delivered,9
464,OR10464,South,Home,2024-05-19,2024-05-23,2024-05-28,Express,103.0,Delivered,5
465,OR10465,South,Electronics,2022-07-31,2022-08-05,2022-08-07,Standard,110.0,Delivered,2
466,OR10466,South,Beauty,2025-10-21,2025-10-22,2025-10-25,Express,168.0,Delivered,3
467,OR10467,East,Fashion,2022-11-09,2022-11-14,2022-11-22,Express,151.0,Returned,8
468,OR10468,North,Home,2024-05-23,2024-05-23,2024-05-29,Standard,90.0,Delivered,6
469,OR10469,West,Grocery,2023-05-18,2023-05-23,2023-05-31,Express,200.0,Delivered,8
470,OR10470,South,Grocery,2024-05-26,2024-05-31,2024-06-04,Standard,65.0,Delivered,4
471,OR10471,Central,Fashion,2024-08-31,2024-08-31,2024-09-05,Standard,130.0,Delivered,5
472,OR10472,South,Home,2023-08-19,2023-08-19,2023-08-23,Standard,98.0,Delayed,4
473,OR10473,Central,Sports,2022-03-31,2022-04-04,2022-04-13,Standard,82.0,Delivered,9
474,OR10474,East,Home,2022-11-03,2022-11-05,2022-11-07,Same Day,237.0,Delivered,2
475,OR10475,Central,Home,2023-08-19,2023-08-23,2023-08-29,Standard,53.0,Delivered,6
476,OR10476,West,Grocery,2022-04-16,2022-04-18,2022-04-23,Standard,142.0,Delivered,5
477,OR10477,North,Fashion,2022-07-22,2022-07-26,2022-08-04,Same Day,282.0,Returned,9
478,OR10478,Central,Home,2022-11-23,2022-11-28,2022-12-08,Standard,143.0,Returned,10
479,OR10479,Central,Electronics,2025-08-27,2025-08-27,2025-08-29,Standard,135.0,Delayed,2
480,OR10480,North,Electronics,2024-11-20,2024-11-23,2024-11-27,Express,135.0,Delivered,4
481,OR10481,West,Fashion,2022-02-19,2022-02-23,2022-03-03,Same Day,354.0,Delayed,8
482,OR10482,South,Sports,2024-06-22,2024-06-22,2024-06-30,Express,212.0,Delivered,8
483,OR10483,Central,Beauty,2022-03-28,2022-03-30,2022-04-03,Standard,145.0,Delayed,4
484,OR10484,North,Home,2024-12-24,2024-12-28,2025-01-04,Express,146.0,Delivered,7
485,OR10485,East,Beauty,2024-01-21,2024-01-23,2024-01-30,Standard,144.0,Delivered,7
486,OR10486,North,Home,2024-02-17,2024-02-21,2024-02-27,Express,185.0,Delivered,6
487,OR10487,East,Grocery,2023-08-23,2023-08-23,2023-08-27,Standard,119.0,Delivered,4
488,OR10488,West,Home,2022-12-01,2022-12-01,2022-12-10,Standard,75.0,Delivered,9
489,OR10489,South,Beauty,2025-04-14,2025-04-16,2025-04-25,Standard,149.0,Delayed,9
490,OR10490,North,Sports,2023-10-23,2023-10-25,2023-10-29,Express,161.0,Delivered,4
491,OR10491,Central,Home,2023-04-15,2023-04-19,2023-04-21,Standard,82.0,Delivered,2
492,OR10492,West,Home,2024-11-13,2024-11-14,2024-11-18,Express,113.0,Delivered,4
493,OR10493,North,Grocery,2024-08-27,2024-08-31,2024-09-05,Express,170.0,Delivered,5
494,OR10494,Central,Electronics,2025-09-10,2025-09-11,2025-09-14,Standard,90.0,Delivered,3
495,OR10495,North,Electronics,2024-03-11,2024-03-16,2024-03-26,Same Day,334.0,Delivered,10
496,OR10496,East,Sports,2022-02-05,2022-02-08,2022-02-13,Express,148.0,Delayed,5
497,OR10497,North,Fashion,2024-07-09,2024-07-09,2024-07-17,Express,151.0,Delivered,8
498,OR10498,North,Fashion,2022-08-20,2022-08-22,2022-08-30,Standard,90.0,Delivered,8
499,OR10499,North,Grocery,2023-11-29,2023-12-01,2023-12-09,Standard,105.0,Returned,8
500,OR10500,West,Beauty,2025-09-07,2025-09-12,2025-09-20,Express,204.0,Delayed,8
501,OR10501,North,Beauty,2025-06-03,2025-06-05,2025-06-12,Standard,95.0,Delayed,7
502,OR10502,Central,Home,2022-12-26,2022-12-29,2023-01-05,Standard,137.0,Delivered,7
503,OR10503,East,Grocery,2024-07-28,2024-08-02,2024-08-06,Standard,55.0,Delivered,4
504,OR10504,East,Beauty,2025-04-29,2025-05-02,2025-05-11,Express,172.0,Delivered,9
505,OR10505,North,Electronics,2025-04-11,2025-04-12,2025-04-21,Standard,55.0,Delivered,9
506,OR10506,West,Sports,2023-04-11,2023-04-13,2023-04-21,Standard,144.0,Delayed,8
507,OR10507,West,Fashion,2022-07-18,2022-07-19,2022-07-21,Standard,62.0,Delivered,2
508,OR10508,Central,Home,2024-05-04,2024-05-09,2024-05-19,Express,86.0,Delivered,10
509,OR10509,North,Fashion,2024-01-11,2024-01-14,2024-01-17,Standard,74.0,Delayed,3
510,OR10510,East,Electronics,2022-05-09,2022-05-12,2022-05-22,Standard,101.0,Delivered,10
511,OR10511,West,Home,2024-10-12,2024-10-12,2024-10-22,Standard,83.0,Delivered,10
512,OR10512,North,Electronics,2022-12-08,2022-12-10,2022-12-12,Standard,69.0,Delivered,2
513,OR10513,West,Fashion,2025-01-11,2025-01-11,2025-01-17,Express,235.0,Delivered,6
514,OR10514,West,Fashion,2024-05-11,2024-05-14,2024-05-19,Standard,149.0,Delivered,5
515,OR10515,East,Electronics,2025-03-06,2025-03-07,2025-03-15,Same Day,308.0,Delivered,8
516,OR10516,South,Home,2022-06-12,2022-06-16,2022-06-23,Standard,114.0,Delivered,7
517,OR10517,Central,Electronics,2022-05-21,2022-05-24,2022-06-03,Express,146.0,Delivered,10
518,OR10518,Central,Home,2023-10-28,2023-10-28,2023-10-30,Express,155.0,Delivered,2
519,OR10519,East,Grocery,2022-06-22,2022-06-27,2022-07-02,Same Day,257.0,Delivered,5
520,OR10520,West,Grocery,2022-06-28,2022-06-30,2022-07-05,Standard,84.0,Delivered,5
521,OR10521,North,Home,2025-03-22,2025-03-27,2025-03-30,Express,155.0,Delivered,3
522,OR10522,West,Electronics,2023-04-04,2023-04-04,2023-04-13,Express,108.0,Delivered,9
523,OR10523,East,Home,2023-07-19,2023-07-19,2023-07-25,Express,117.0,Delivered,6
524,OR10524,Central,Fashion,2024-07-17,2024-07-20,2024-07-23,Express,133.0,Delivered,3
525,OR10525,West,Electronics,2024-01-08,2024-01-12,2024-01-22,Standard,84.0,Delivered,10
526,OR10526,Central,Beauty,2022-04-15,2022-04-20,2022-04-28,Standard,76.0,Delivered,8
527,OR10527,North,Home,2023-12-08,2023-12-08,2023-12-12,Standard,142.0,Delivered,4
528,OR10528,Central,Fashion,2024-06-18,2024-06-23,2024-06-29,Standard,99.0,Delivered,6
529,OR10529,Central,Sports,2025-05-08,2025-05-10,2025-05-20,Standard,116.0,Delivered,10
530,OR10530,South,Fashion,2022-11-11,2022-11-12,2022-11-18,Same Day,316.0,Delivered,6
531,OR10531,South,Beauty,2023-02-10,2023-02-11,2023-02-21,Standard,97.0,Delivered,10
532,OR10532,South,Home,2023-11-09,2023-11-10,2023-11-14,Standard,137.0,Delivered,4
533,OR10533,Central,Electronics,2023-12-29,2024-01-03,2024-01-12,Standard,53.0,Delivered,9
